articulated_course_year,hs_grad_year,hs_grad_status,gender,ethnicity,high_school,subject,course,hs_course_grade,final_exam_grade,credit_recommended,credit_status,id,took_mcc_course_as_non_hs_student,took_mcc_course_in_same_discipline,earned_degree,earned_coa,earned_cop
2020-2021,2023,Graduate,Male,Unknown/Unreported,Torrey Pines High School,NURS,BUS130,C,B,No,Awarded,7085,Not Applicable,No,No,No,Not Applicable
2021-2022,2021,Graduate,Male,White,La Costa Canyon High School,BUS,BUS132,A,A,No,Awarded,4640,No,No,No,No,No
2022-2023,2025,Not Yet a Graduate,Male,Asian,San Dieguito Academy,DESN,MAP50,B,C,Yes,Awarded,6812,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2020-2021,2023,Graduate,Male,White,San Dieguito Academy,ART,DESN100,B,B,Yes,Awarded,6893,No,No,No,No,No
2021-2022,2023,Graduate,Female,Asian,Oceanside High School,BUS,BUS120,B,A,Yes,Awarded,9374,Yes,No,Not Applicable,No,No
2020-2021,2024,Graduate,Female,Two or More Races,Sage Creek High School,ART,AUTO102,A,A,No,Awarded,13117,Yes,No,No,No,No
2021-2022,2025,Not Yet a Graduate,Unknown/Unreported,White,Canyon Crest Academy,BUS,BUS132,B,A,No,Awarded,13092,Not Applicable,No,No,No,Not Applicable
2022-2023,2024,Graduate,Male,White,Altus Schools,ACCT,BUS120,A,B,Yes,Denied,6162,No,No,No,No,No
2022-2023,2024,Graduate,Male,Hispanic,Sage Creek High School,BUS,ART251,B,B,Yes,Awarded,12288,No,Not Applicable,No,No,No
2022-2023,2023,Graduate,Female,White,Torrey Pines High School,ART,MTEC110,A,A,Yes,Denied,1541,No,No,No,No,No
2020-2021,2021,Graduate,Male,White,El Camino High School,DESN,ART251,A,A,Yes,Awarded,6664,Yes,No,No,No,No
2020-2021,2023,Graduate,Female,Asian,Mission Vista High School,ART,DESN100,A,,Yes,Awarded,8117,No,No,No,No,No
2022-2023,2025,Not Yet a Graduate,Female,Unknown/Unreported,Oceanside High School,ART,AUTO102,A,A,No,Denied,2669,Not Applicable,Not Applicable,No,Not Applicable,No
2021-2022,2023,Not Yet a Graduate,Male,White,La Costa Canyon High School,CS,CS101,B,B,Yes,Awarded,3367,Not Applicable,No,No,No,Not Applicable
2022-2023,2025,Graduate,Male,White,Sage Creek High School,ART,CS101,B,A,Yes,Denied,3453,No,Not Applicable,No,No,No
2021-2022,2023,Graduate,Female,Hispanic,Torrey Pines High School,BUS,BUS130,A,A,Yes,Awarded,9081,No,No,No,No,No
2022-2023,2024,Graduate,Female,White,Torrey Pines High School,BUS,BUS120,A,B,Yes,Awarded,7015,Yes,No,Yes,No,No
2022-2023,2026,Not Yet a Graduate,Male,Hispanic,Altus Schools,MAT,BUS132,B,A,Yes,Awarded,5357,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2022-2023,2024,Graduate,Male,Two or More Races,Sage Creek High School,BUS,BUS120,A,,Yes,Awarded,6020,No,Not Applicable,No,No,No
2021-2022,2021,Graduate,Female,White,Oceanside High School,ART,BUS130,A,A,Yes,Awarded,5546,No,No,No,No,No
2020-2021,2024,Graduate,Female,White,San Dieguito Academy,BUS,NURS151,A,A,Yes,Denied,3116,No,No,No,No,No
2021-2022,2026,Graduate,Female,Unknown/Unreported,Oceanside High School,ACCT,BUS120,A,A,Yes,Awarded,1086,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable
2022-2023,2023,Graduate,Male,Asian,Torrey Pines High School,BUS,BUS120,A,B,No,Awarded,2470,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable
2020-2021,2022,Graduate,Female,White,Canyon Crest Academy,BUS,BUS130,A,A,Yes,Awarded,6955,No,No,No,No,No
2020-2021,2024,Not Yet a Graduate,Male,White,San Dieguito Academy,ART,ART251,A,B,Yes,Awarded,8012,Yes,Not Applicable,No,No,No
2020-2021,2021,Graduate,Male,Unknown/Unreported,Torrey Pines High School,BUS,ACCT158,A,B,Yes,Awarded,11639,Yes,No,No,No,No
2021-2022,2021,Graduate,Female,Two or More Races,Carlsbad High School,ART,BUS132,A,A,Yes,Denied,5078,No,No,No,No,No
2021-2022,2022,Graduate,Female,White,Mission Vista High School,CHLD,ACCT158,F,A,Yes,Awarded,6161,No,No,No,No,No
2022-2023,2024,Not Yet a Graduate,Male,Asian,San Dieguito Academy,BUS,BUS120,A,B,Yes,Awarded,10972,Yes,No,No,No,Not Applicable
2022-2023,2023,Not Yet a Graduate,Male,Two or More Races,Sage Creek High School,BUS,BUS130,A,A,Yes,Awarded,1577,Yes,Not Applicable,Not Applicable,No,No
2022-2023,2025,Not Yet a Graduate,Male,Two or More Races,Carlsbad High School,ART,ART251,A,,Yes,Awarded,10384,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2022-2023,2024,Graduate,Male,Hispanic,Sage Creek High School,ACCT,BUS120,A,A,No,Awarded,9260,Yes,Not Applicable,No,No,No
2021-2022,2025,Graduate,Female,Two or More Races,La Costa Canyon High School,BUS,BUS120,A,A,Yes,Awarded,12701,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2020-2021,2022,Graduate,Male,Two or More Races,Poway High School,ACCT,BUS120,A,A,Yes,Awarded,6292,No,No,No,No,No
2022-2023,2025,Graduate,Male,White,Torrey Pines High School,ART,BUS132,A,A,Yes,Denied,1060,Not Applicable,No,Not Applicable,No,Not Applicable
2021-2022,2025,Graduate,Unknown/Unreported,White,Carlsbad High School,ART,ART251,A,A,Yes,Awarded,12532,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable
2020-2021,2020,Graduate,Male,White,La Costa Canyon High School,ACCT,BUS120,A,A,Yes,Awarded,4773,No,No,No,No,No
2022-2023,2023,Graduate,Female,White,Oceanside High School,NURS,BUS130,C,B,Yes,Awarded,11997,Yes,Yes,No,No,Not Applicable
2020-2021,2022,Graduate,Female,Asian,San Dieguito Academy,ACCT,BUS120,B,A,Yes,Awarded,9227,No,No,No,No,No
2021-2022,2021,Graduate,Male,Asian,La Costa Canyon High School,FILM,CSIT101,A,A,Yes,Awarded,6496,No,No,No,No,No
2020-2021,2024,Graduate,Female,Unknown/Unreported,Canyon Crest Academy,HORT,BUS130,A,,Yes,Denied,12022,No,No,Not Applicable,No,Not Applicable
2020-2021,2024,Graduate,Female,Asian,Mission Vista High School,CS,CS101,A,A,Yes,Awarded,7802,No,No,No,No,No
2020-2021,2023,Graduate,Male,White,Canyon Crest Academy,AUTO,BUS132,A,A,Yes,Awarded,11648,No,No,No,No,No
2022-2023,2026,Not Yet a Graduate,Female,Middle Eastern or North African,San Dieguito Academy,BUS,BUS120,B,A,Yes,Awarded,11362,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2022-2023,2026,Graduate,Female,Hispanic,Carlsbad High School,HORT,DESN100,A,,Yes,Awarded,11180,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2020-2021,2023,Graduate,Female,White,Canyon Crest Academy,BUS,BUS132,A,A,Yes,Awarded,5170,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2020-2021,2024,Graduate,Male,Two or More Races,El Camino High School,AUTO,NURS151,A,C,Yes,Awarded,12577,No,Not Applicable,Not Applicable,No,Not Applicable
2020-2021,2023,Graduate,Male,Asian,La Costa Canyon High School,BUS,DESN100,D,A,Yes,Awarded,5825,No,No,No,No,No
2020-2021,2023,Graduate,Unknown/Unreported,White,La Costa Canyon High School,BUS,BUS130,C,A,Yes,Awarded,6640,No,No,No,No,No
2020-2021,2023,Graduate,Male,Black/African American,Canyon Crest Academy,NURS,MAT110,A,A,Yes,Awarded,1777,No,No,No,No,No
2022-2023,2025,Graduate,Male,White,Poway High School,ACCT,BUS120,A,A,Yes,Awarded,9296,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2022-2023,2025,Not Yet a Graduate,Male,Unknown/Unreported,Canyon Crest Academy,ART,FILM101,A,A,Yes,Denied,5415,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable
2022-2023,2023,Graduate,Male,Unknown/Unreported,La Costa Canyon High School,MTEC,MAP100,A,A,Yes,Awarded,3162,No,No,No,No,No
2022-2023,2022,Graduate,Male,Hispanic,Sage Creek High School,HORT,ART251,A,A,Yes,Awarded,470,Not Applicable,Not Applicable,Not Applicable,No,No
2022-2023,2024,Graduate,Male,Hispanic,Canyon Crest Academy,BUS,BUS132,B,A,Yes,Awarded,4194,No,No,No,No,No
2022-2023,2023,Graduate,Female,Two or More Races,La Costa Canyon High School,CS,BUS120,A,B,Yes,Awarded,6925,Not Applicable,Not Applicable,No,Not Applicable,No
2020-2021,2023,Graduate,Female,White,Torrey Pines High School,BUS,AUTO102,A,D,Yes,Awarded,12504,No,No,No,No,No
2020-2021,2021,Graduate,Female,Asian,Sage Creek High School,BUS,BUS120,A,A,Yes,Awarded,7297,No,No,No,No,No
2022-2023,2024,Graduate,Female,White,Canyon Crest Academy,BUS,NURS151,A,A,Yes,Awarded,10897,Not Applicable,No,No,No,No
2022-2023,2025,Graduate,Female,White,Torrey Pines High School,BUS,BUS132,A,A,Yes,Awarded,11455,No,Not Applicable,Not Applicable,No,Not Applicable
2022-2023,2025,Not Yet a Graduate,Female,Hispanic,Torrey Pines High School,BUS,BUS299,,,Yes,Awarded,11327,No,No,Not Applicable,No,No
2022-2023,2022,Graduate,Female,Hispanic,San Dieguito Academy,BUS,NURS151,A,A,Yes,Awarded,11512,No,No,Not Applicable,Not Applicable,No
2022-2023,2025,Graduate,Male,Hispanic,Canyon Crest Academy,BUS,MAT110,A,A,Yes,Awarded,4633,No,No,No,No,No
2021-2022,2025,Not Yet a Graduate,Female,Asian,Torrey Pines High School,BUS,BUS132,A,A,Yes,Awarded,466,No,No,Not Applicable,Not Applicable,Not Applicable
2022-2023,2026,Graduate,Female,White,Oceanside High School,BUS,BUS120,A,B,Yes,Awarded,5828,No,Not Applicable,No,Not Applicable,Not Applicable
2021-2022,2023,Not Yet a Graduate,Unknown/Unreported,Asian,Mission Vista High School,BUS,BUS132,A,A,Yes,Awarded,1942,Yes,No,Not Applicable,No,Not Applicable
2022-2023,2024,Graduate,Male,White,Torrey Pines High School,BUS,BUS120,A,A,Yes,Awarded,10105,No,No,No,No,Not Applicable
2020-2021,2020,Graduate,Male,Asian,Canyon Crest Academy,AUTO,AUTO102,A,N,No,Awarded,5334,No,No,No,No,No
2022-2023,2024,Graduate,Male,Two or More Races,Torrey Pines High School,BUS,BUS130,A,A,Yes,Awarded,10642,No,No,No,No,No
2022-2023,2022,Graduate,Male,White,Sage Creek High School,BUS,ART251,A,A,Yes,Awarded,5013,No,No,No,No,No
2020-2021,2023,Graduate,Male,White,Carlsbad High School,ART,ART251,A,A,No,Awarded,2153,No,No,No,No,No
2020-2021,2023,Graduate,Female,Asian,San Dieguito Academy,BUS,BUS130,A,A,Yes,Awarded,4199,No,No,No,No,Not Applicable
2021-2022,2022,Graduate,Male,White,Oceanside High School,BUS,BUS120,A,B,Yes,Awarded,4413,No,No,No,No,No
2021-2022,2024,Not Yet a Graduate,Male,Hispanic,San Dieguito Academy,MAT,ART251,C,B,Yes,Awarded,7948,Not Applicable,Not Applicable,No,No,No
2022-2023,2025,Graduate,Female,Asian,San Dieguito Academy,NURS,BUS132,A,B,Yes,Awarded,3769,Not Applicable,No,Not Applicable,No,Not Applicable
2020-2021,2025,Graduate,Female,White,Sage Creek High School,BUS,BUS120,,A,Yes,Awarded,11215,No,No,Not Applicable,No,No
2020-2021,2020,Graduate,Male,White,Carlsbad High School,BUS,BUS120,B,B,Yes,Awarded,1731,No,No,No,No,No
2022-2023,2024,Graduate,Male,White,Torrey Pines High School,MAT,HORT127,,A,No,Denied,1255,Yes,No,Not Applicable,Not Applicable,No
2020-2021,2023,Graduate,Female,Unknown/Unreported,Canyon Crest Academy,BUS,AUTO102,A,B,Yes,Awarded,1378,No,No,No,Not Applicable,No
2022-2023,2023,Graduate,Female,Unknown/Unreported,Altus Schools,BUS,ART251,A,A,Yes,Awarded,1634,No,No,No,No,No
2022-2023,2025,Not Yet a Graduate,Female,Asian,Canyon Crest Academy,BUS,BUS132,A,A,Yes,Awarded,466,Yes,Not Applicable,No,No,Not Applicable
2021-2022,2026,Not Yet a Graduate,Female,White,Oceanside High School,BUS,BUS120,C,A,Yes,Awarded,252,Not Applicable,No,Not Applicable,Not Applicable,Not Applicable
2022-2023,2025,Not Yet a Graduate,Male,Unknown/Unreported,San Dieguito Academy,BUS,BUS120,N,B,Yes,Awarded,12710,Yes,Not Applicable,No,No,Not Applicable
2020-2021,2022,Graduate,Male,Black/African American,Torrey Pines High School,DESN,MTEC110,A,B,Yes,Awarded,980,No,No,No,No,No
2022-2023,2025,Not Yet a Graduate,Female,Hispanic,Carlsbad High School,BUS,BUS132,A,A,Yes,Awarded,13240,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable
2021-2022,2022,Graduate,Female,White,Oceanside High School,BUS,NURS151,,N,No,Denied,572,No,No,No,No,No
2020-2021,2024,Graduate,Female,White,Torrey Pines High School,BUS,BUS130,A,A,Yes,Denied,7112,No,No,No,No,No
2020-2021,2021,Graduate,Female,Asian,La Costa Canyon High School,ACCT,BUS120,A,A,No,Awarded,3790,No,No,Not Applicable,No,No
2022-2023,2022,Graduate,Unknown/Unreported,White,Torrey Pines High School,BUS,BUS120,B,B,Yes,Awarded,10258,Not Applicable,Not Applicable,Not Applicable,No,No
2022-2023,2025,Not Yet a Graduate,Female,Hispanic,Canyon Crest Academy,BUS,BUS132,A,B,Yes,Awarded,4061,Not Applicable,Not Applicable,Not Applicable,No,No
2021-2022,2025,Graduate,Female,White,Torrey Pines High School,BUS,BUS132,A,A,Yes,Awarded,12699,No,Not Applicable,Not Applicable,No,Not Applicable
2021-2022,2021,Graduate,Female,Middle Eastern or North African,Torrey Pines High School,NURS,BUS132,B,A,Yes,Denied,8923,No,No,No,No,No
2021-2022,2025,Graduate,Male,Two or More Races,San Dieguito Academy,CS,BUS120,A,A,Yes,Awarded,9603,Yes,No,No,No,No
2021-2022,2023,Graduate,Female,Unknown/Unreported,Canyon Crest Academy,CS,CS111,A,A,Yes,Awarded,10193,No,Not Applicable,No,No,Not Applicable
2022-2023,2023,Graduate,Male,Unknown/Unreported,Tri-City Christian School,BUS,BUS120,A,B,Yes,Denied,5530,No,Not Applicable,No,Not Applicable,No
2021-2022,2024,Not Yet a Graduate,Male,Two or More Races,Canyon Crest Academy,BUS,BUS130,A,F,Yes,Awarded,6900,Yes,Not Applicable,No,No,No
2020-2021,2024,Graduate,Nonbinary,White,El Camino High School,BUS,BUS120,,I,No,Awarded,3423,No,Not Applicable,No,No,No
2020-2021,2020,Graduate,Male,White,Carlsbad High School,CS,ACCT158,A,A,No,Denied,12695,No,Not Applicable,No,No,No
2020-2021,2021,Graduate,Unknown/Unreported,Hispanic,Oceanside High School,CS,CS111,A,A,Yes,Awarded,3033,Not Applicable,No,No,No,No
2021-2022,2021,Graduate,Male,White,La Costa Canyon High School,BUS,BUS299,A,A,Yes,Awarded,9039,No,No,No,No,No
2020-2021,2022,Not Yet a Graduate,Male,White,Torrey Pines High School,BUS,BUS132,A,A,Yes,Awarded,10154,No,No,No,Not Applicable,No
2022-2023,2026,Graduate,Male,White,Oceanside High School,BUS,BUS120,C,A,Yes,Awarded,11480,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable
2020-2021,2023,Graduate,Male,White,Sage Creek High School,BUS,BUS132,A,A,No,Denied,6741,Not Applicable,No,No,No,No
2022-2023,2026,Graduate,Male,White,La Costa Canyon High School,ACCT,CS111,A,A,Yes,Awarded,3675,No,No,No,Yes,Not Applicable
2021-2022,2022,Graduate,Male,Hispanic,Torrey Pines High School,AUTO,BUS132,,A,No,Awarded,5613,No,No,No,No,No
2020-2021,2023,Graduate,Female,White,Torrey Pines High School,FILM,CS113,A,A,Yes,Awarded,11150,No,No,No,No,No
2022-2023,2025,Graduate,Female,White,Altus Schools,CHLD,CS111,A,B,Yes,Denied,11843,Not Applicable,Not Applicable,No,Not Applicable,No
2022-2023,2025,Not Yet a Graduate,Female,Hispanic,La Costa Canyon High School,BUS,BUS120,C,A,Yes,Awarded,2556,No,Not Applicable,Not Applicable,No,Not Applicable
2022-2023,2025,Graduate,Female,Asian,Torrey Pines High School,BUS,NURS151,A,A,Yes,Awarded,359,Yes,No,Not Applicable,No,No
2020-2021,2023,Graduate,Male,Black/African American,Canyon Crest Academy,ACCT,BUS120,C,A,Yes,Awarded,175,No,No,No,No,No
2020-2021,2023,Graduate,Male,Two or More Races,El Camino High School,BUS,BUS120,B,A,Yes,Awarded,2240,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
2022-2023,2024,Graduate,Male,White,Oceanside High School,ACCT,NURS151,B,A,Yes,Awarded,2010,No,No,Not Applicable,Yes,Not Applicable
2021-2022,2023,Graduate,Male,White,Canyon Crest Academy,ART,BUS130,,N,No,Denied,4825,No,No,No,No,No
2022-2023,2025,Not Yet a Graduate,Male,White,Sage Creek High School,ART,ART251,A,A,Yes,Awarded,5455,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2021-2022,2023,Graduate,Male,Hispanic,Canyon Crest Academy,NURS,AUTO102,A,N,Yes,Denied,2987,No,Not Applicable,No,No,No
2020-2021,2024,Graduate,Female,Hispanic,Canyon Crest Academy,NURS,BUS132,A,,Yes,Awarded,9988,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable
2021-2022,2023,Graduate,Unknown/Unreported,Unknown/Unreported,Sage Creek High School,CS,BUS120,,A,No,Awarded,13633,Yes,No,No,No,No
2021-2022,2025,Not Yet a Graduate,Female,White,Canyon Crest Academy,CS,BUS120,B,A,Yes,Awarded,8604,Yes,No,No,No,No
2022-2023,2024,Graduate,Male,Hispanic,Torrey Pines High School,BUS,BUS120,,C,Yes,Awarded,503,No,Not Applicable,Yes,No,Not Applicable
2020-2021,2022,Graduate,Female,White,La Costa Canyon High School,BUS,NURS151,A,A,Yes,Awarded,7492,No,No,No,No,No
2022-2023,2023,Graduate,Unknown/Unreported,Asian,Torrey Pines High School,BUS,BUS130,A,A,Yes,Awarded,10666,No,No,No,No,No
2020-2021,2023,Graduate,Female,White,El Camino High School,MAT,BUS132,A,A,Yes,Awarded,12760,No,Not Applicable,Not Applicable,No,No
2021-2022,2023,Graduate,Female,White,Canyon Crest Academy,BUS,BUS132,A,A,Yes,Awarded,12186,No,No,No,No,Not Applicable
2021-2022,2024,Graduate,Male,White,Canyon Crest Academy,BUS,BUS120,A,C,Yes,Awarded,7129,No,No,No,No,Not Applicable
2020-2021,2023,Graduate,Male,White,Canyon Crest Academy,MAP,KINE190,A,A,Yes,Awarded,411,No,No,No,No,No
2022-2023,2023,Graduate,Male,White,Canyon Crest Academy,BUS,HOSP100,A,A,Yes,Awarded,8320,Not Applicable,Not Applicable,Not Applicable,No,No
2020-2021,2024,Graduate,Female,Asian,Oceanside High School,DESN,FILM101,A,A,Yes,Awarded,7969,No,No,No,No,No
2021-2022,2025,Not Yet a Graduate,Male,Hispanic,Canyon Crest Academy,DESN,AUTO102,A,A,No,Denied,2233,Yes,Not Applicable,Not Applicable,No,No
2021-2022,2023,Graduate,Female,White,Torrey Pines High School,AUTO,AUTO102,A,A,Yes,Awarded,9348,No,No,No,No,No
2022-2023,2024,Graduate,Female,Two or More Races,La Costa Canyon High School,NURS,MAT110,B,A,Yes,Awarded,10942,Yes,No,No,No,No
2022-2023,2024,Graduate,Male,White,Torrey Pines High School,DESN,FILM101,,A,Yes,Awarded,13153,No,No,No,No,No
2022-2023,2025,Not Yet a Graduate,Male,Hispanic,Canyon Crest Academy,BUS,AUTO130,A,A,Yes,Awarded,10899,Not Applicable,No,No,No,No
2020-2021,2025,Not Yet a Graduate,Male,White,Canyon Crest Academy,ART,BUS132,A,A,Yes,Awarded,9048,Yes,No,No,No,Not Applicable
2021-2022,2025,Not Yet a Graduate,Female,Asian,Canyon Crest Academy,BUS,BUS120,,A,Yes,Denied,3637,Yes,Not Applicable,No,No,Not Applicable
2022-2023,2025,Graduate,Female,White,Poway High School,BUS,BUS120,B,B,Yes,Awarded,13171,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2022-2023,2024,Not Yet a Graduate,Male,White,Torrey Pines High School,BUS,BUS132,B,A,Yes,Awarded,9923,Not Applicable,No,Not Applicable,No,No
2022-2023,2025,Graduate,Male,Hispanic,Altus Schools,ART,BUS120,A,B,Yes,Awarded,13305,Yes,No,Not Applicable,No,No
2021-2022,2023,Graduate,Female,Middle Eastern or North African,El Camino High School,BUS,BUS120,A,A,Yes,Awarded,3423,Yes,No,No,No,No
2021-2022,2023,Graduate,Male,Hispanic,Sage Creek High School,ART,BUS132,B,B,Yes,Awarded,1447,No,No,No,No,No
2021-2022,2024,Graduate,Female,Two or More Races,Canyon Crest Academy,ART,ART251,B,B,Yes,Awarded,9296,No,No,No,No,Not Applicable
2021-2022,2024,Graduate,Unknown/Unreported,Hispanic,Carlsbad High School,BUS,BUS299,A,A,Yes,Awarded,3043,Not Applicable,No,No,No,No
2022-2023,2025,Not Yet a Graduate,Female,Hispanic,San Dieguito Academy,BUS,BUS120,A,A,Yes,Denied,2300,No,No,No,Not Applicable,No
2020-2021,2022,Graduate,Male,Hispanic,Sage Creek High School,BUS,BUS132,A,A,Yes,Awarded,9358,No,No,No,No,No
2022-2023,2024,Graduate,Female,White,Torrey Pines High School,BUS,HORT127,A,A,Yes,Awarded,5264,Yes,Not Applicable,No,Not Applicable,Not Applicable
2022-2023,2024,Not Yet a Graduate,Male,White,Canyon Crest Academy,CS,CHLD299,A,A,Yes,Awarded,7143,Not Applicable,Not Applicable,Not Applicable,Yes,No
2022-2023,2025,Graduate,Male,Hispanic,Canyon Crest Academy,BUS,DESN100,C,A,Yes,Awarded,11825,No,No,No,No,Not Applicable
2022-2023,2026,Graduate,Male,Unknown,Tri-City Christian School,FILM,NURS155,A,A,Yes,Awarded,7986,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2020-2021,2022,Graduate,Female,Hispanic,La Costa Canyon High School,ART,FILM101,A,A,Yes,Awarded,10805,No,No,No,No,No
2022-2023,2024,Graduate,Male,White,Sage Creek High School,BUS,BUS130,A,N,Yes,Awarded,11150,Yes,Not Applicable,Not Applicable,Not Applicable,No
2021-2022,2022,Graduate,Male,Unknown/Unreported,La Costa Canyon High School,BUS,BUS132,A,B,Yes,Awarded,2462,No,No,No,No,No
2022-2023,2024,Graduate,Female,White,Canyon Crest Academy,ART,ART251,B,A,No,Denied,6524,No,Not Applicable,Not Applicable,No,No
2022-2023,2023,Graduate,Male,Hispanic,Torrey Pines High School,DESN,HORT127,A,A,Yes,Awarded,6229,No,No,No,Not Applicable,No
2020-2021,2022,Graduate,Male,White,Sage Creek High School,ACCT,BUS120,A,A,Yes,Awarded,7085,No,No,No,No,No
2021-2022,2025,Graduate,Male,Asian,Oceanside High School,BUS,BUS120,A,A,Yes,Awarded,13518,No,No,No,No,Not Applicable
2020-2021,2023,Not Yet a Graduate,Male,White,Carlsbad High School,BUS,NURS151,A,A,Yes,Awarded,5518,No,No,Not Applicable,No,No
2021-2022,2022,Graduate,Unknown/Unreported,White,Torrey Pines High School,BUS,NURS151,A,A,Yes,Awarded,10018,No,No,No,No,No
2022-2023,2025,Not Yet a Graduate,Female,Hispanic,Torrey Pines High School,DESN,BUS132,C,B,Yes,Awarded,8075,Not Applicable,Not Applicable,Not Applicable,No,Not Applicable
2020-2021,2021,Graduate,Female,Two or More Races,Canyon Crest Academy,CSIT,MAP50,A,A,Yes,Awarded,4357,No,No,No,No,No
2022-2023,2023,Graduate,Female,White,La Costa Canyon High School,NURS,BUS130,A,B,Yes,Denied,10361,No,No,Not Applicable,No,No
2020-2021,2025,Not Yet a Graduate,Female,Asian,Torrey Pines High School,BUS,BUS120,C,A,Yes,Awarded,11944,Not Applicable,No,Not Applicable,No,No
2022-2023,2023,Graduate,Female,White,Canyon Crest Academy,BUS,BUS132,A,A,Yes,Awarded,4632,Yes,No,No,No,No
2021-2022,2024,Not Yet a Graduate,Male,Unknown/Unreported,Sage Creek High School,BUS,BUS130,,B,Yes,Awarded,2910,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No
2022-2023,2024,Graduate,Female,White,Canyon Crest Academy,AUTO,HORT127,A,B,Yes,Awarded,6697,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable
2022-2023,2027,Not Yet a Graduate,Unknown/Unreported,Unknown/Unreported,Altus Schools,AUTO,NURS151,A,A,Yes,Awarded,4043,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
2022-2023,2023,Graduate,Female,Two or More Races,Torrey Pines High School,KINE, ACCT101,B,A,No,Awarded,5859,No,No,No,Not Applicable,No
2020-2021,2024,Graduate,Female,White,Sage Creek High School,MAT,ART251,A,B,Yes,Awarded,8799,No,No,Not Applicable,No,No
2021-2022,2024,Graduate,Male,White,Sage Creek High School,CS,CS111,B,B,Yes,Awarded,7157,No,Not Applicable,No,No,No
2022-2023,2024,Not Yet a Graduate,Male,White,Canyon Crest Academy,BUS,BUS130,B,B,Yes,Awarded,4717,No,No,Not Applicable,No,No
2022-2023,2024,Graduate,Female,Two or More Races,Oceanside High School,ART,BUS132,D,A,Yes,Awarded,12039,No,No,No,No,No
2022-2023,2023,Not Yet a Graduate,Male,Asian,Torrey Pines High School,BUS,BUS130,A,C,Yes,Awarded,2662,No,No,No,Not Applicable,No
2022-2023,2026,Graduate,Male,White,Oceanside High School,BUS,BUS130,A,,Yes,Awarded,9379,Yes,Not Applicable,No,No,Not Applicable
2021-2022,2023,Graduate,Male,White,San Dieguito Academy,BUS,ART251,A,A,No,Denied,339,No,No,No,No,No
2022-2023,2025,Graduate,Female,White,Torrey Pines High School,BUS,NURS151,F,,No,Awarded,7471,Not Applicable,No,No,No,No
2020-2021,2021,Graduate,Male,Hispanic,Carlsbad High School,ACCT,CHLD299,A,,Yes,Awarded,5361,No,No,No,No,No
2021-2022,2023,Graduate,Male,White,La Costa Canyon High School,ACCT,CHLD299,A,,Yes,Awarded,12960,No,No,No,Not Applicable,No
2020-2021,2023,Graduate,Male,White,Torrey Pines High School,NURS,ART253,A,A,Yes,Awarded,6308,Not Applicable,No,Not Applicable,Not Applicable,No
2021-2022,2023,Graduate,Male,White,La Costa Canyon High School,BUS,BUS132,A,B,No,Denied,4160,No,Not Applicable,No,Not Applicable,No
2022-2023,2025,Not Yet a Graduate,Female,Asian,La Costa Canyon High School,BUS,BUS120,A,A,Yes,Awarded,11699,Yes,No,No,No,No
2022-2023,2024,Graduate,Male,White,La Costa Canyon High School,BUS,ART251,A,A,Yes,Denied,990,No,No,No,No,No
2020-2021,2023,Graduate,Male,White,Canyon Crest Academy,NURS,BUS130,A,A,Yes,Awarded,6866,No,No,No,No,No
2020-2021,2021,Graduate,Male,Two or More Races,Torrey Pines High School,MAP,MAP100,A,A,Yes,Awarded,7549,No,No,No,No,No
2022-2023,2026,Not Yet a Graduate,Female,Asian,Canyon Crest Academy,BUS,BUS120,A,A,Yes,Awarded,7230,Not Applicable,Not Applicable,No,Not Applicable,Not Applicable
2020-2021,2023,Graduate,Female,Hispanic,Torrey Pines High School,BUS,BUS130,B,B,Yes,Awarded,6659,No,Not Applicable,No,No,No
2022-2023,2024,Graduate,Female,Hispanic,Carlsbad High School,FILM,ART251,A,A,Yes,Awarded,5087,No,No,No,No,No
2022-2023,2025,Graduate,Unknown/Unreported,Asian,Oceanside High School,MAT,ART251,A,B,Yes,Denied,6947,Yes,Not Applicable,No,No,No
